ID;Gender;Own_car;Own_property;Work_phone;Phone;Email;Unemployed;Num_children;Num_family;Account_length;Total_income;Age;Years_employed;Income_type;Education_type;Family_status;Housing_type;Occupation_type;Target
5090776;0;0;1;0;0;0;1;0;2;40;157500.0;6.229.286.022.300.250;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;1
5090777;0;1;1;1;1;0;0;2;4;18;1125000.0;3.925.884.857.320.820;72.636.672.895.405.100;Commercial associate;Higher education;Married;House / apartment;Managers;0
5090778;0;0;1;0;1;0;0;0;1;45;202500.0;4.509.606.631.210.770;3.592.133.993.168.920;Working;Higher education;Single / not married;House / apartment;Sales staff;1
5090784;1;0;1;0;0;0;0;0;2;41;180000.0;5.523.727.386.599.310;7.102.130.776.128.180;Working;Secondary / secondary special;Civil marriage;House / apartment;Other;0
5090788;0;1;1;0;0;0;0;1;2;30;225000.0;2.986.782.753.923.760;37.618.842.276.022.000;Commercial associate;Secondary / secondary special;Separated;House / apartment;Managers;1
5090790;0;1;1;0;0;0;0;0;2;53;238500.0;41.624.400.227.246.200;1.942.545.021.458.340;Working;Higher education;Married;House / apartment;Medicine staff;0
5090793;0;0;1;0;1;0;0;0;2;2;247500.0;3.838.545.623.797.880;9.590.888.245.480.740;Working;Higher education;Married;House / apartment;Core staff;0
5090795;0;0;1;0;1;0;0;0;2;41;157500.0;5.033.368.241.647.670;21.711.602.565.418.800;Commercial associate;Higher education;Married;House / apartment;Other;0
5090806;0;0;1;0;0;1;1;0;2;23;202500.0;5.800.255.994.305.150;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5090808;0;1;1;1;0;1;0;0;2;33;243000.0;359.487.190.017.591;0.6817388447401383;Commercial associate;Higher education;Married;House / apartment;Other;0
5090809;0;0;1;0;0;1;1;0;2;38;148500.0;58.273.612.736.743.300;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5090811;0;0;1;1;1;0;0;0;1;31;225000.0;51.959.999.178.627.800;8.257.527.533.077.330;Working;Secondary / secondary special;Widow;House / apartment;Medicine staff;1
5090812;1;0;1;0;0;1;0;1;3;8;126000.0;3.664.962.319.554.810;4.676.345.167.936.370;Working;Secondary / secondary special;Married;House / apartment;Drivers;0
5090816;0;0;1;1;1;0;0;0;2;16;157500.0;33.123.198.970.546.900;11.677.173.384.805.900;Working;Higher education;Married;House / apartment;Core staff;0
5090826;1;1;1;0;0;0;0;0;2;1;135000.0;4.826.382.471.919.340;35.154.725.969.732.400;Commercial associate;Secondary / secondary special;Married;House / apartment;Drivers;0
5090828;0;0;1;0;0;0;1;0;2;49;63000.0;6.069.666.043.792.820;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5090829;0;1;1;0;0;1;0;0;2;35;450000.0;54.018.905.247.883.200;8.257.527.533.077.330;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Managers;0
5090832;0;0;1;0;0;0;0;1;2;57;90000.0;3.750.385.018.172.850;32.717.988.733.512.600;Working;Secondary / secondary special;Single / not married;House / apartment;Sales staff;0
5090835;0;0;1;0;0;0;0;0;1;24;225000.0;42.949.547.218.628.700;0.355927910908506;Working;Secondary / secondary special;Widow;House / apartment;Laborers;0
5090836;0;0;1;0;1;1;1;0;2;54;292500.0;40.082.958.582.311.700;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;1
5090837;0;0;1;0;1;0;1;0;2;51;153000.0;56.934.776.210.326.000;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;1
5090838;0;0;1;0;0;0;0;0;2;4;135000.0;52.770.419.652.696.400;0.34771418988754044;Working;Secondary / secondary special;Married;House / apartment;Medicine staff;0
5090839;1;1;1;0;1;0;0;2;4;51;180000.0;4.026.913.625.878.690;4.596.945.864.733.700;Working;Higher education;Civil marriage;House / apartment;Laborers;0
5090840;0;1;1;1;1;0;0;0;2;52;144000.0;59.880.764.149.845.600;15.510.243.194.589.800;Working;Secondary / secondary special;Married;House / apartment;Cooking staff;0
5090845;0;0;1;0;0;0;1;0;1;8;72000.0;5.776.436.203.344.350;0.0;Pensioner;Secondary / secondary special;Widow;House / apartment;Other;0
5090846;0;0;1;1;1;1;0;1;2;6;135000.0;29.273.701.718.721.100;25.900.600.286.111.200;Commercial associate;Secondary / secondary special;Separated;House / apartment;Cooking staff;0
5090856;0;0;1;1;1;0;0;0;2;14;202500.0;48.085.860.763.739.100;4.690.034.702.971.310;Working;Secondary / secondary special;Married;House / apartment;Accountants;1
5090857;1;1;1;0;0;0;0;1;3;49;180000.0;4.599.136.190.339.290;36.058.235.282.038.600;Commercial associate;Secondary / secondary special;Married;House / apartment;Drivers;0
5090859;1;1;1;0;0;1;0;0;2;7;135000.0;4.615.289.841.680.520;460.515.958.575.467;Working;Secondary / secondary special;Civil marriage;House / apartment;Managers;0
5090860;0;0;1;0;1;0;1;0;1;5;94500.0;6.574.536.095.881.500;0.0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;Other;0
5090861;0;1;1;0;0;0;0;0;2;30;202500.0;54.114.731.993.127.800;59.357.823.911.510.800;Commercial associate;Secondary / secondary special;Married;House / apartment;Sales staff;0
5090865;1;0;0;0;0;1;0;0;1;21;405000.0;38.922.086.011.348.600;52.649.951.744.389.000;Working;Secondary / secondary special;Single / not married;House / apartment;Sales staff;0
5090866;0;0;1;0;0;1;0;1;3;14;202500.0;48.532.139.605.878.200;10.595.700.117.045.500;Commercial associate;Higher education;Married;House / apartment;High skill tech staff;0
5090869;1;0;1;1;0;0;0;0;2;43;112500.0;5.768.770.063.724.780;300.895.980.068.037;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5090871;0;0;0;0;0;0;0;2;4;10;225000.0;3.880.161.810.304.110;30.938.349.178.970.100;Working;Secondary / secondary special;Married;House / apartment;Medicine staff;0
5090872;0;0;0;0;0;0;0;0;2;51;135000.0;51.680.732.663.915.000;8.257.527.533.077.330;Working;Secondary / secondary special;Married;House / apartment;Other;1
5090875;0;0;0;0;0;0;0;0;2;52;112500.0;3.946.419.159.873.230;31.732.342.210.996.800;Commercial associate;Secondary / secondary special;Married;House / apartment;Accountants;0
5090878;0;1;1;0;0;1;0;0;2;19;337500.0;3.918.218.717.701.250;8.172.652.415.860.690;Working;Higher education;Civil marriage;Office apartment;Drivers;0
5090888;0;0;1;0;0;0;1;0;1;15;135000.0;60.491.317.412.404.000;0.0;Pensioner;Secondary / secondary special;Widow;House / apartment;Other;0
5090889;0;0;1;0;0;0;0;0;2;5;99000.0;61.074.491.604.892.600;0.26283907267089673;Working;Secondary / secondary special;Married;House / apartment;Sales staff;1
5090890;1;1;1;0;0;1;1;0;2;13;216000.0;53.747.852.454.191.300;0.0;Pensioner;Higher education;Married;House / apartment;Other;0
5090891;0;0;1;0;0;0;1;0;2;21;112500.0;6.281.580.046.133.730;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5090893;1;0;0;0;0;0;0;0;2;50;225000.0;32.994.517.341.218.500;1.284.352.176.978.300;Working;Higher education;Married;House / apartment;Laborers;0
5090894;0;1;1;0;0;0;0;2;4;8;90000.0;3.601.990.458.394.080;1.159.229.826.758.930;Working;Higher education;Married;House / apartment;Accountants;0
5090895;0;0;1;1;1;0;0;0;1;24;81000.0;30.995.845.226.116.800;1.256.699.316.207.720;Working;Secondary / secondary special;Single / not married;House / apartment;Laborers;0
5090908;1;1;1;0;0;1;0;2;4;18;360000.0;40.778.386.962.086.800;5.349.870.291.655.540;Commercial associate;Higher education;Married;House / apartment;Managers;0
5090909;0;0;1;0;0;0;0;0;2;43;103500.0;36.934.365.524.274.900;3.102.048.638.917.970;Commercial associate;Secondary / secondary special;Married;House / apartment;Core staff;0
5090910;0;1;1;0;0;0;1;0;2;11;180000.0;5.432.281.292.565.890;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5090912;0;1;1;0;1;0;1;0;2;54;135000.0;6.315.530.093.020.390;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5090913;0;0;1;0;0;0;1;0;2;4;202500.0;59.982.066.709.104.200;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5090915;0;1;0;0;0;0;0;0;2;44;135000.0;47.141.282.846.328.100;4.514.808.654.524.040;Working;Secondary / secondary special;Married;House / apartment;Security staff;0
5090919;0;0;0;1;0;0;0;1;3;45;193500.0;4.219.662.279.170.680;1.284.352.176.978.300;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5090921;0;0;0;1;0;0;0;0;2;41;76500.0;38.971.368.337.474.400;7.928.978.692.238.710;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5090922;0;0;0;0;1;0;1;0;1;3;180000.0;61.288.048.351.437.700;0.0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;Other;0
5090924;0;0;0;0;1;0;0;0;2;10;247500.0;5.089.221.544.590.230;1.159.229.826.758.930;Commercial associate;Higher education;Civil marriage;House / apartment;Core staff;0
5090925;0;0;1;0;0;0;0;0;2;29;243000.0;46.544.419.118.804.600;9.341.738.707.844.780;Commercial associate;Secondary / secondary special;Married;With parents;Laborers;0
5090943;1;0;1;0;0;1;0;0;1;1;225000.0;4.078.933.859.011.470;11.088.523.378.303.400;Working;Secondary / secondary special;Single / not married;House / apartment;Other;0
5090945;0;0;1;0;0;0;1;0;2;12;135000.0;6.179.456.114.773.060;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5090948;1;1;1;0;1;0;1;0;2;31;202500.0;3.989.404.299.882.950;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5090963;0;0;1;1;1;1;0;0;2;5;360000.0;52.198.197.088.235.800;5.018.583.543.809.930;Commercial associate;Higher education;Civil marriage;House / apartment;Accountants;0
5090965;0;0;1;0;1;1;0;0;2;38;252000.0;4.794.622.750.638.270;8.848.915.446.586.850;Commercial associate;Higher education;Married;House / apartment;Accountants;1
5090968;1;1;1;0;0;0;0;1;3;60;202500.0;3.421.288.595.932.830;0.34771418988754044;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5090970;0;0;1;0;0;0;0;1;3;59;112500.0;4.076.743.533.405.880;20.150.995.571.435.400;Working;Secondary / secondary special;Married;House / apartment;Other;0
5090977;0;0;0;0;0;0;0;0;1;48;180000.0;37.711.931.114.259.700;7.348.542.406.757.150;Working;Secondary / secondary special;Separated;House / apartment;Cooking staff;1
5090985;1;1;1;0;0;1;0;0;2;9;495000.0;24.413.916.781.316.500;30.144.356.146.943.400;Working;Incomplete higher;Married;With parents;Drivers;0
5090988;1;1;1;1;1;1;0;0;2;31;405000.0;28.263.414.033.142.300;7.178.792.172.323.860;Working;Higher education;Married;House / apartment;Managers;0
5091001;0;0;1;0;0;0;0;0;2;13;157500.0;47.122.117.497.279.200;8.848.915.446.586.850;Commercial associate;Secondary / secondary special;Married;House / apartment;Laborers;0
5091011;0;0;1;0;0;1;1;0;1;18;157500.0;5.063.211.428.023.840;0.0;Pensioner;Secondary / secondary special;Widow;House / apartment;Other;0
5091012;0;0;1;0;1;0;0;0;2;15;90000.0;30.771.336.851.543.800;8.263.003.347.091.310;Working;Lower secondary;Married;House / apartment;Medicine staff;0
5091013;0;0;1;0;0;0;0;1;3;7;112500.0;3.910.826.368.782.380;11.682.649.198.819.900;Working;Secondary / secondary special;Married;House / apartment;Cooking staff;0
5091020;0;0;0;0;0;1;0;0;2;44;157500.0;38.755.073.683.922.300;18.261.839.736.613.300;Working;Secondary / secondary special;Married;Municipal apartment;Medicine staff;0
5091024;0;0;1;0;0;0;1;0;2;7;130500.0;642.751.048.960.622;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5091028;0;0;1;0;0;0;1;0;2;53;81000.0;6.071.582.578.697.710;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5091030;1;1;1;0;0;1;0;0;2;22;112500.0;2.398.132.747.421.230;3.934.372.369.042.480;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5091034;0;0;1;0;0;1;0;0;1;48;112500.0;3.874.959.786.990.830;5.681.157.039.501.150;Working;Secondary / secondary special;Single / not married;House / apartment;Sales staff;0
5091035;0;1;0;0;0;0;0;0;1;37;157500.0;4.454.848.491.071.000;0.26283907267089673;Working;Incomplete higher;Single / not married;With parents;Other;0
5091038;1;0;0;1;1;1;0;0;1;3;360000.0;2.604.844.726.448.860;1.262.175.130.221.700;Commercial associate;Higher education;Single / not married;House / apartment;Waiters/barmen staff;0
5091043;1;1;1;0;0;0;0;0;2;1;270000.0;5.409.009.083.006.490;5.848.169.366.927.450;Working;Higher education;Married;House / apartment;Laborers;0
5091048;0;0;1;0;0;1;0;2;4;24;270000.0;4.226.780.837.388.850;60.151.816.943.537.500;Commercial associate;Higher education;Married;House / apartment;Secretaries;0
5091059;1;1;1;0;1;0;0;1;3;2;157500.0;4.457.860.188.778.680;3.263.585.152.330.300;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5091060;0;0;1;1;0;0;0;1;3;7;67500.0;3.800.762.507.101.440;959.636.405.949.472;State servant;Secondary / secondary special;Married;House / apartment;Sales staff;0
5091063;0;0;1;0;0;0;0;0;2;17;382500.0;3.170.222.523.391.990;31.787.100.351.136.500;Commercial associate;Incomplete higher;Married;Municipal apartment;Accountants;1
5091065;0;0;0;0;0;0;0;0;1;3;135000.0;45.928.390.042.232.200;9.262.339.404.642.120;Working;Secondary / secondary special;Separated;House / apartment;Private service staff;0
5091070;1;0;1;0;0;1;0;0;2;17;202500.0;36.753.663.661.813.700;13.016.009.911.223.300;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5091077;1;0;1;0;0;0;0;0;2;8;157500.0;3.350.924.385.853.230;959.636.405.949.472;Commercial associate;Secondary / secondary special;Married;House / apartment;Sales staff;0
5091080;0;0;1;0;0;1;0;0;1;0;202500.0;3.609.656.598.013.640;15.682.731.336.030.100;Commercial associate;Higher education;Single / not married;House / apartment;Accountants;0
5091086;1;1;0;0;0;0;0;2;4;10;112500.0;4.095.087.510.352.710;11.773.000.130.050.500;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5091087;0;0;1;1;0;0;0;2;4;22;360000.0;29.254.536.369.672.200;510.072.075.401.959;Commercial associate;Higher education;Married;House / apartment;Managers;0
5091089;0;0;1;0;0;0;0;2;4;38;112500.0;539.367.680.376.736;3.010.054.963.483.160;Working;Higher education;Married;House / apartment;Other;0
5091094;1;0;1;0;0;0;1;0;2;54;198000.0;6.752.226.260.635.050;0.0;Pensioner;Higher education;Married;House / apartment;Other;0
5091115;1;0;1;1;1;0;0;1;3;34;292500.0;40.479.955.098.325.000;8.263.003.347.091.310;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Laborers;0
5091123;0;0;1;1;0;0;0;1;2;60;112500.0;5.123.992.963.578.990;7.849.579.389.036.050;Working;Secondary / secondary special;Single / not married;House / apartment;Secretaries;0
5091132;0;0;1;0;0;0;1;0;2;32;166500.0;6.176.444.417.065.370;0.0;Pensioner;Higher education;Married;House / apartment;Other;0
5091135;0;1;1;0;1;0;0;0;1;8;225000.0;30.713.840.804.397.000;15.961.997.850.743;Working;Higher education;Separated;House / apartment;Security staff;0
5091136;1;1;0;0;0;1;0;0;1;2;202500.0;27.264.077.975.591.500;2.680.410.959.841.740;Commercial associate;Higher education;Single / not married;House / apartment;Drivers;0
5091137;0;1;1;0;0;0;0;0;2;26;180000.0;3.483.439.084.991.470;4.514.808.654.524.040;Commercial associate;Higher education;Married;House / apartment;Sales staff;0
5091138;0;0;0;1;0;0;0;2;4;15;90000.0;4.319.048.303.524.370;2.159.661.047.112.530;Working;Secondary / secondary special;Married;House / apartment;Other;0
5091144;1;1;0;0;0;0;0;0;2;29;225000.0;29.528.327.070.371.000;3.682.484.924.399.540;Working;Secondary / secondary special;Married;House / apartment;Other;0
5091151;0;0;0;0;0;1;0;0;2;27;157500.0;30.634.441.501.194.400;9.177.464.287.425.470;Working;Higher education;Married;House / apartment;Other;0
5091153;0;1;1;0;0;1;0;0;2;49;256500.0;3.784.061.274.358.810;2.932.298.404.484.690;Commercial associate;Secondary / secondary special;Married;House / apartment;Core staff;0
5091169;0;0;1;1;0;0;0;0;1;50;81000.0;2.682.053.704.045.940;0.7994688460406442;Commercial associate;Higher education;Single / not married;House / apartment;Core staff;0
5091171;1;0;1;0;0;0;1;0;2;7;90000.0;6.562.489.305.050.750;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5091176;0;0;1;1;1;0;0;1;2;2;67500.0;30.461.953.359.754.100;5.714.011.923.585.010;Working;Secondary / secondary special;Separated;House / apartment;Accountants;0
5091206;0;0;1;0;0;0;1;0;1;50;135000.0;4.063.327.789.071.640;0.0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;Other;0
5091210;0;0;1;0;1;0;1;0;1;22;135000.0;61.756.230.449.632.700;0.0;Pensioner;Secondary / secondary special;Widow;House / apartment;Other;0
5091214;0;0;1;0;0;0;1;0;2;12;157500.0;55.062.047.817.545.800;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5091217;0;0;1;0;1;0;1;0;1;15;495000.0;5.912.783.972.292.380;0.0;Pensioner;Secondary / secondary special;Widow;House / apartment;Other;0
5091221;0;0;1;0;0;0;0;3;5;47;135000.0;4.062.506.416.969.540;4.213.638.883.755.310;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5091226;0;0;1;1;1;0;0;0;2;41;112500.0;4.722.068.214.953.070;6.045.298.671.430.620;Working;Secondary / secondary special;Married;House / apartment;Managers;0
5091227;1;0;1;0;0;0;0;0;2;36;360000.0;5.292.374.244.508.780;21.273.537.444.300.700;Working;Secondary / secondary special;Married;House / apartment;Drivers;0
5091229;0;0;1;1;1;0;0;2;4;30;67500.0;29.344.887.300.902.800;10.546.417.790.919.700;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5091230;1;1;0;0;0;0;0;3;5;2;112500.0;29.815.807.306.104.800;5.295.112.151.515.770;Working;Higher education;Married;House / apartment;Drivers;0
5091236;1;1;1;0;0;0;0;0;1;52;225000.0;30.787.764.293.585.700;8.961.169.633.873.380;Working;Secondary / secondary special;Single / not married;House / apartment;Laborers;0
5091238;1;0;1;1;1;0;0;0;2;10;252000.0;4.512.618.328.918.450;28.775.402.643.449.200;Working;Higher education;Married;House / apartment;Core staff;0
5091239;0;1;0;0;0;0;0;0;2;33;112500.0;44.570.388.166.765.900;4.046.626.556.329.010;Working;Secondary / secondary special;Married;House / apartment;Medicine staff;0
5091250;0;1;1;0;0;0;0;1;3;7;135000.0;3.770.097.948.623.170;1.196.191.571.353.270;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5091256;1;1;1;1;0;0;0;0;2;33;202500.0;5.416.127.641.224.660;6.798.223.098.352.460;Working;Secondary / secondary special;Married;House / apartment;Drivers;0
5091258;0;0;1;0;0;0;0;0;1;3;202500.0;4.608.992.655.564.450;4.632.538.655.824.550;State servant;Secondary / secondary special;Separated;House / apartment;Medicine staff;0
5091267;0;0;1;0;0;0;1;0;2;29;67500.0;6.417.927.815.081.760;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5091274;1;1;1;0;0;0;0;0;2;45;157500.0;35.726.948.534.193.000;20.452.165.342.204.100;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5091280;1;0;1;1;0;0;0;1;3;20;103500.0;32.367.536.636.618.100;17.988.049.035.914.400;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5091282;1;1;1;1;0;0;0;2;4;49;180000.0;40.022.724.628.158;13.632.038.987.795.700;Working;Secondary / secondary special;Married;House / apartment;Laborers;0
5091287;0;0;1;0;0;0;1;0;1;57;184500.0;6.729.775.423.177.750;0.0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;Other;0
5091290;1;0;1;0;0;0;0;1;3;13;112500.0;4.153.678.720.302.260;4.128.763.766.538.660;Working;Secondary / secondary special;Married;House / apartment;Drivers;0
5091305;0;0;1;0;0;0;0;1;3;15;270000.0;30.626.227.780.173.400;4.799.550.983.250.850;Working;Secondary / secondary special;Civil marriage;Municipal apartment;Sales staff;0
5091321;0;0;0;0;0;0;0;1;3;14;126000.0;3.833.617.391.185.300;15.214.549.237.835.100;Commercial associate;Secondary / secondary special;Married;House / apartment;Laborers;0
5091323;1;1;1;1;0;0;0;0;2;16;90000.0;4.161.618.650.622.530;39.617.514.391.123.700;Working;Secondary / secondary special;Married;House / apartment;Drivers;0
5091327;0;0;1;0;1;0;0;0;1;17;540000.0;5.775.067.249.840.850;0.7145937288240005;Commercial associate;Secondary / secondary special;Separated;House / apartment;Other;0
5091330;0;1;1;0;0;0;0;1;3;35;180000.0;3.223.611.710.028.260;38.002.149.257.000.400;State servant;Higher education;Married;House / apartment;Accountants;1
5091331;0;0;1;0;1;0;0;0;2;42;135000.0;40.447.100.214.241.200;17.139.297.863.748.000;Working;Secondary / secondary special;Married;House / apartment;Managers;1
5091338;0;0;1;0;1;0;0;0;2;9;135000.0;3.035.791.289.348.850;39.617.514.391.123.700;Commercial associate;Secondary / secondary special;Married;House / apartment;Cooking staff;0
5091348;0;0;1;0;0;0;0;1;2;8;225000.0;3.961.477.648.411.670;13.799.051.315.222.000;Working;Secondary / secondary special;Single / not married;House / apartment;Core staff;0
5091352;0;0;1;0;0;1;1;0;2;40;90000.0;6.057.071.671.560.670;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5091369;1;1;1;1;1;0;0;0;2;38;247500.0;42.070.679.069.385.400;3.466.190.270.847.450;Working;Secondary / secondary special;Married;House / apartment;Drivers;0
5091376;0;0;1;0;0;0;1;0;1;11;207000.0;5.838.039.111.001.590;0.0;Pensioner;Secondary / secondary special;Widow;House / apartment;Other;0
5091378;0;1;1;0;0;0;0;2;4;20;216000.0;3.492.747.968.815.230;13.380.151.543.152.800;Working;Higher education;Married;House / apartment;Core staff;1
5091385;1;1;1;0;0;0;0;0;2;34;337500.0;4.207.889.279.040.630;15.381.561.565.261.400;Working;Secondary / secondary special;Married;House / apartment;Other;0
5091391;0;0;1;0;0;0;0;0;2;15;81000.0;3.576.527.923.229.080;4.547.663.538.607.910;Working;Secondary / secondary special;Married;House / apartment;Cooking staff;1
5091393;0;0;0;0;0;0;0;0;2;0;135000.0;336.160.222.318.049;2.379.241.189.073.010;Working;Secondary / secondary special;Married;With parents;Other;0
5091405;0;0;1;1;0;0;0;0;1;30;135000.0;4.812.966.727.585.090;5.212.974.941.306.110;Working;Secondary / secondary special;Single / not married;House / apartment;Laborers;1
5091416;0;0;1;1;1;0;0;0;2;11;225000.0;443.595.693.272.278;8.046.708.693.539.220;Working;Higher education;Married;House / apartment;Managers;1
5091433;1;1;1;0;0;0;0;0;2;9;112500.0;36.474.397.147.100.800;2.212.228.861.646.710;Working;Secondary / secondary special;Civil marriage;House / apartment;Low-skill Laborers;0
5091434;0;0;1;0;0;0;0;2;4;8;90000.0;4.579.149.469.188.270;15.381.561.565.261.400;Commercial associate;Secondary / secondary special;Married;House / apartment;Low-skill Laborers;1
5091444;0;1;1;0;1;0;0;2;4;11;67500.0;38.530.565.309.349.200;22.943.660.718.563.600;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5091446;0;0;1;0;0;0;0;2;4;35;67500.0;4.279.348.651.923.030;19.603.414.170.037.700;Working;Secondary / secondary special;Married;House / apartment;Cleaning staff;0
5091454;0;1;1;1;0;0;0;0;2;23;112500.0;3.474.403.991.868.410;0.6324565186143453;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5091457;0;0;1;1;1;0;0;2;4;26;103500.0;3.951.073.601.785.110;18.127.682.293.270.900;Working;Secondary / secondary special;Married;House / apartment;Medicine staff;0
5091461;0;0;1;0;0;0;0;0;2;7;135000.0;3.749.289.855.370.060;471.467.586.603.421;Commercial associate;Higher education;Married;House / apartment;Accountants;0
5091464;1;1;1;0;0;0;1;0;2;29;112500.0;6.400.952.791.638.430;0.0;Pensioner;Higher education;Married;House / apartment;Other;0
5091466;1;1;1;0;0;0;1;0;2;17;225000.0;6.354.408.372.519.620;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5091467;0;0;1;0;1;0;0;0;2;17;135000.0;4.649.239.888.567.180;4.046.626.556.329.010;Working;Secondary / secondary special;Married;House / apartment;Other;1
5091477;0;0;1;0;0;0;0;0;1;5;54000.0;31.570.805.697.584.400;3.715.339.808.483.400;Working;Secondary / secondary special;Separated;House / apartment;Cooking staff;0
5091478;1;0;1;0;0;0;0;2;4;22;157500.0;27.617.267.979.493.000;39.617.514.391.123.700;Working;Secondary / secondary special;Married;House / apartment;Other;0
5091486;0;0;1;0;0;0;1;0;1;23;90000.0;6.673.100.748.133.080;0.0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;Other;0
5091491;0;0;1;0;0;0;0;0;2;27;144000.0;3.687.139.366.311.420;15.047.536.910.408.800;Commercial associate;Secondary / secondary special;Married;House / apartment;High skill tech staff;0
5091494;0;0;1;0;0;0;0;0;1;38;135000.0;3.952.442.555.288.600;17.139.297.863.748.000;Working;Secondary / secondary special;Widow;House / apartment;Cleaning staff;0
5091498;0;0;0;0;0;0;1;0;2;4;135000.0;6.640.793.445.450.620;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5091500;0;0;0;0;0;0;0;0;2;5;135000.0;5.135.492.173.008.340;563.187.471.337.536;Working;Secondary / secondary special;Married;House / apartment;Core staff;0
5091507;1;1;1;0;1;0;1;0;2;10;157500.0;62.235.364.175.855.700;0.0;Pensioner;Secondary / secondary special;Married;House / apartment;Other;0
5091512;0;0;0;0;0;0;0;0;2;60;148500.0;4.084.957.254.426.850;5.960.423.554.213.980;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;Sales staff;1
5091520;1;0;1;1;1;0;0;2;4;6;225000.0;40.731.842.542.968.000;0.38056907397140255;Working;Incomplete higher;Married;House / apartment;Core staff;0
5091524;0;0;1;0;0;0;0;1;3;34;211500.0;3.406.503.898.095.100;6.379.323.326.283.220;Working;Higher education;Married;House / apartment;Core staff;0
5091530;0;0;1;0;1;0;0;0;1;33;112500.0;43.179.531.407.215.700;13.714.176.198.005.400;Commercial associate;Higher education;Single / not married;House / apartment;Sales staff;0
5091531;0;0;1;0;0;0;0;0;2;4;90000.0;3.746.004.366.961.670;1.671.492.227.766.480;Working;Higher education;Married;House / apartment;Other;0
5091533;0;0;1;0;1;0;0;0;2;18;157500.0;4.736.852.912.790.810;12.961.251.771.083.500;Working;Secondary / secondary special;Married;House / apartment;Medicine staff;0
5091538;0;0;1;0;1;0;0;0;2;39;135000.0;4.269.765.977.398.570;871.475.800.324.442;Working;Secondary / secondary special;Married;House / apartment;Laborers;1
5091548;0;0;1;0;1;0;0;0;2;32;247500.0;3.370.089.734.902.150;7.633.284.735.483.950;Commercial associate;Secondary / secondary special;Married;House / apartment;Laborers;0
5091557;0;0;1;0;1;0;1;0;2;33;60750.0;542.461.515.294.633;0.0;Pensioner;Higher education;Married;House / apartment;Other;0
5091560;0;1;1;0;1;0;0;1;3;32;135000.0;4.089.064.114.937.330;4.799.550.983.250.850;Working;Secondary / secondary special;Married;House / apartment;Sales staff;0
5091569;0;0;0;0;0;0;1;0;1;34;112500.0;6.019.288.554.864.230;0.0;Pensioner;Secondary / secondary special;Separated;House / apartment;Other;0
5091570;0;0;1;0;1;0;1;0;1;40;135000.0;5.602.305.317.699.880;0.0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;Other;0
5091578;0;0;0;0;0;0;0;2;4;8;225000.0;33.522.933.393.567.200;6.464.198.443.499.860;Working;Secondary / secondary special;Married;With parents;Sales staff;1
